block_time,tx_id,outer_instruction_index,debt_mint,debt_symbol,collateral_mint,collateral_symbol,liquidator,position,collateral_seized_token,collateral_seized_usd,debt_repaid_token,debt_repaid_usd
2025-10-10 19:11:59.000 UTC,3XBhH5bTsS1mMUoPXmWs4KPpnD2CGwEmKT2NYBc361J1Fb6dJTFNr37CXAoSGmJitPAA1mokmsmuEEieL5qycNon,5,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,86qvvWArhChtJ9H77MqtHMy3d13tzUkjPhiAv8tpHrtf,0.457932569,94.55010074237833,93.699654,93.737430577171
2025-10-10 19:23:25.000 UTC,2JwwP5SbomVE5xdBYYLcMk71w8YuRnVm8CzrXex574L2g8knhjaa853KG1i81ieKJXvBope5849EHR5ZkyGqQpur,4,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,EURC,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,5BmVETKMwv139B8A833okt3GgeJHiQpSjZDMp6YwinNJ,0.254561048,52.55964384897334,44.634708,51.817176429
2025-10-10 19:30:06.000 UTC,d1jYspZ1jW6HL3JTCsMKpe1yY5m5nmfTnYbPKmgvQeGFd2QDAXgzcgXKF9cEYnuszycEnhpGEC7ZAGzB2pDZ8ao,4,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,86qvvWArhChtJ9H77MqtHMy3d13tzUkjPhiAv8tpHrtf,0.520124794,107.39103309183666,104.870494,104.91277428749765
2025-10-10 19:21:59.000 UTC,4gWvEGeSjZviicuoPvDbmiTNZBBXCapcXSoy94MGqy234q1QhxoskHn8ZyfheM4masyKEBU3mJ1RFvs16gY47qCD,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,ariZPxRj8PmzUR5mB3FVopbPUmYmCiTCLdvjW8tTQQ9,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,0.004908892,1.0135471127266666,0.999999,1.00034074965825
2025-10-10 19:21:59.000 UTC,i8tu3jxKhtJ3KJ2x7km3cLrhiSoVXq2vUk1rwnYMW7DfqnCynmTLvwaCdLTeYGQGBafaaTafeBFRVmLEVsNjUtK,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,ariZPxRj8PmzUR5mB3FVopbPUmYmCiTCLdvjW8tTQQ9,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,0.004908892,1.0135471127266666,0.999999,1.00034074965825
2025-10-10 19:28:37.000 UTC,3XJbmbHncXiap6e3wGfkqkwU13ASgNQCzinuGgAZq598iBDFRDqZTbVWpxJN7jjet1qy9sRPjQkMkESEveeYzYTP,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,ariZPxRj8PmzUR5mB3FVopbPUmYmCiTCLdvjW8tTQQ9,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,0.737983989,152.37278418214498,149.999999,150.05126149965827
2025-10-10 19:28:43.000 UTC,4BwZ1vSB8wF3zzzxJXZNWehhjhsEVtBfP1zAABiUxv1E4GmpfR3SYfKWzvhPnQxcQb3YprfE46ZQrwr13TjfvKJy,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,6.293596923,1299.4494460200149,1279.214117,1279.6512884244848
2025-10-10 20:56:39.000 UTC,2dqvMQSZ5PE1mj5KQuMQgRpDj53u1j2459CwCeU1Sq7iPkh5X9DgV3W7QGn4mEv4RdtH4Abry67beq6WAvPfnoS3,4,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,Ga45AjXSkZZ2oHXEFCBtVM64dfKRJB5rmxEGiMfAdGSj,1.466618,8.228949161666666,7.925775,7.92697641539375
2025-10-10 20:56:24.000 UTC,osZQtN8ZWyD1UDRCswgH8G84zqphCW1NTtCHYpYxsWQav3VMLcgK4sCTK5zJptxqpnVEt3QAJ2ZRdDnSpdp4VgY,4,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.208785059,53.306131326134164,49.263436,49.286130022850664
2025-10-10 22:22:55.000 UTC,F3xGNsdbaYNs7JxcMxA9odW3BP53h8K76fWcneUZuVsjPNBsBBP2KvSfHWanzjvEB34GQj9G648LgAWui58T2ag,5,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,EURC,So11111111111111111111111111111111111111112,SOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,5BmVETKMwv139B8A833okt3GgeJHiQpSjZDMp6YwinNJ,0.002481876,0.47349023505000004,0.402922,0.466386042759
2025-10-10 22:06:37.000 UTC,4MDhaSJ4AWvfWyHmaQ7msERnmwkT6XTjNBPxNLG5bEpSbdR56oH4QJpHhXmtoVFrFKWMDDyjNKtu6c5nNk6xWa17,5,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,120.481648846,22985.38856546584,22785.384828,22810.4240671439
2025-10-10 22:14:11.000 UTC,kJHdUCg5hCNw2JX6DWKfTc8dv5UaRaq5E8QTrNw9pviv18JgngKNCxNsXEdj6ygxWaeVroVvj3ZP4ZEucBuujty,5,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,42.216716658,8054.070023416026,7925.069205,7933.77819563386
2025-10-10 22:17:48.000 UTC,5Y6qgtFRzSoUiEyoNJxBKHAozTYd6uAXRRkGSh3tYYn2rigRDMB7xNQjooUn5sSS3VDu8QxzbqYmkWZU4efk2AZp,5,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,42.634504772,8133.775291648183,7994.228657,8003.013648108321
2025-10-10 22:25:22.000 UTC,521yZbQxnyFTga18vUZiHCC8SG5XYD28BLCY6MMJhrPdyf6BTsUqLJ84Sz1BAcj6Mk7WGpT8zXnXCmsWA3FZTZD3,5,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,So11111111111111111111111111111111111111112,SOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,86qvvWArhChtJ9H77MqtHMy3d13tzUkjPhiAv8tpHrtf,0.862511182,164.54916454264168,159.774402,159.6585522440165
2025-10-10 22:28:11.000 UTC,tkYBQJaZEw54Lu7F1vtrrTtHY7hGZZT2V2pB7e4ueRoM2EKk7CaqbK8AA1MZASFpb39WjJZNGg2rRCXxkkVPMbx,5,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,So11111111111111111111111111111111111111112,SOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,86qvvWArhChtJ9H77MqtHMy3d13tzUkjPhiAv8tpHrtf,3.699567207,705.8003487787875,679.000331,678.507999176664
2025-10-10 20:53:16.000 UTC,5Nf7YcgwdW8uBYj2E15FN8qG99YNB4fmtk5UM44n3rvNHWrPrwZB48WkhoPcxo1xJkpaU1kSo6tvPgo8bkuFEt46,4,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,68Z9juTBhG3ybnbMYwTHP8z4jmEJndYtxzq3dLpQMz64,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,6.829183458,1411.484092030515,1380.869563,1381.3124769123322
2025-10-10 20:55:05.000 UTC,55Hw6Xh6jRMbWDRsvW5wWzXg99n9FceKzvExukX5ahF4uTfALG8e3oevUXQnnjnzTk8RgmJ672axKr4CqXyoToPa,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,HEyJLdMfZhhQ7FHCtjD5DWDFNFQhaeAVAsHeWqoY6dSD,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,14.158357968,2926.30841798444,2849.69458,2850.6086195365347
2025-10-10 20:55:42.000 UTC,a7MFq72yeHHpJondTbBb784aQNPBfxE8PXXrZDD5VfWXbLoqVjFfTxKbmjDChEFCbXoHxtTZwrgDUUiiYDrn4He,4,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,6.034523018,1247.2403612061482,1214.586294,1214.9758725538004
2025-10-10 19:11:38.000 UTC,4fJmLr69FJoTb1GcwdoZ5UQwxfwBDUs3ddbtV97BfTJNY4s8s7RterEcPatihghitTFVG7DU9zKz9koEqqfqpY3d,3,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.234748098,59.90967084375,57.217221,57.2402890762665
2025-10-10 15:36:37.000 UTC,4TMno2wxRtfwMrBsjJFLY4NnP9kb2stgpU1evVFVA4EXB3uV4nhvbr1nhspoSokfiw5SKtTacYoTBACbACsvbVuv,3,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,So11111111111111111111111111111111111111112,SOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,8wEzcmbTczEui1Y4JwiuaqvCycCoYGAUpHtVmYNAJ64r,0.067939529,14.5956188638925,14.130731,14.140569521458751
2025-10-10 18:07:39.000 UTC,sfLjcvkedqvQRaEGn6e6tBprdoXh2fRjLf2uEA4GTZWVZq84hbQD7xHvQuYMwP5jsaTf4BXYK1VyrboxExfUHA1,4,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.121190991,31.292927771095,29.754421,29.762784471836085
2025-10-10 21:22:34.000 UTC,2oR4SkMpg6agAMNfbm8fFjT8zTSsa2boZ6CKHy4zt8PN7VQNUiGD2hFU5655NB6oZbQdRE66bjDtu1hF1TUp36HK,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,LBTCgU4b3wsFKsPwBn1rRZDx5DoFutM6RPiEt1TPDsY,LBTC,NtGjjRApkTWG8MQbpiTuP1gbLpjEBQJAxvn4ftmDsVw,9LC5SXdfpmV6HwRPA4MKDRGt2KbvVBFVLGgJRQsBApTc,0.04654918,5166.08141158405,4902.178716,4939.424244339489
2025-10-10 19:30:13.000 UTC,YSPrwDm4AD6LavJfCbstthoZKgy99jdMJTrsU2cx1AraaueN9gjh2CCuoZzgsybNzq2eL4LaD5YtRacgMJNciBX,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,NtGjjRApkTWG8MQbpiTuP1gbLpjEBQJAxvn4ftmDsVw,79sNeDBuT4numgu16Rps5ViSppqnJYNsgYW32E954JeL,0.007700897,1.8189005320866667,1.709152,1.709736102696
2025-10-10 23:59:03.000 UTC,8J1ckH1T6No4kRvWNLNR8XmHKQewJdWq9MZ26P8Nmvdhm49r8TbPNoPCdbMdk5e9bjEToLUX1e7p6LmeyMEky3g,3,CtzPWv73Sn1dMGVU3ZtLv9yWSyUAanBni19YWDaznnkn,xBTC,So11111111111111111111111111111111111111112,SOL,HEyJLdMfZhhQ7FHCtjD5DWDFNFQhaeAVAsHeWqoY6dSD,C9WSxUQwjLjBdad6i4j7tVRGSxgLwTCb619LDsg88ivo,2.267295253,434.651836476365,0.00366553,417.3950343596917
2025-10-10 15:36:34.000 UTC,RoZEFc64uQMU3GjFtYhB6qGTwhpoBJbv1zFb5LS7Jo8efbyN528uaXamUXbNWqc63jqARdV11pNG7GdeXpfWJdy,3,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,Ga45AjXSkZZ2oHXEFCBtVM64dfKRJB5rmxEGiMfAdGSj,0.858496,4.904873813333333,4.723787,4.7239924847345005
2025-10-10 19:22:20.000 UTC,5N2e3tPu5QxgCpRQuS3vf5aH7f1tvBrTSTSW2JagZxdZk9zQK2aYGaJMmsfvKyt6vgbDYpdneVYVv8GUBXkeNjAZ,4,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,SCNSOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,HuwayEtJX8tCh8VBoTnpPahqsjmxnK1uKMj4uUQ9i8Lt,0.000246914,0.06980279356166666,0.066178,0.0662006163315
2025-10-10 19:12:25.000 UTC,2LB7q5psxkBptC7sF99k2JRdMyuBDGEUWDKaYnbBZLMyEWpmCQ3pXjWja82oLk6fHUw4xWbhTsagNBitghmcEq5g,3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,SCNSOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,HuwayEtJX8tCh8VBoTnpPahqsjmxnK1uKMj4uUQ9i8Lt,0.069210203,19.565782063269165,18.634098,18.6404662029915
2025-10-10 19:20:53.000 UTC,4dUu1Ly8ez5GYU8398vjGSCmDVUNV5ei9TkvzEL5HxahmqM238ZWbRGTBBxhYpyqoTRQbc2VymvKCa94MpNhX2DW,3,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.113508106,28.968214552083335,27.548007,27.559113438155496
